Account Number,Card Number,Open to Buy,Credit Limit,Transaction Amount,Transaction Time,Transaction Date,Transaction Type,Currency Code,Merchant Category Code,Merchant Number,Transaction Country,Transaction City,Approval Code,Fraud Label
2625969597,2.9801E+15,40586.52694,195038.4815,5579.735344,21:40:16,6/7/2024,Online Payment,INR,4938,B68BDK6VM4JP,IN,Kolkata,P8TSUU,Not Fraud
4846389025,2.69042E+15,34347.33434,163271.8238,9806.917585,8:58:27,4/9/2023,Refund,INR,5626,3ABFDN2WJ5BH,IN,Kolkata,3GMW7S,Not Fraud
1109946986,7.26311E+15,46298.93073,99965.39624,8320.493781,13:34:40,6/9/2024,Refund,INR,5110,DBC3DKZI9UKJ,IN,Mumbai,IHTHKZ,Not Fraud
3107419345,4.35572E+15,87090.85162,136477.6018,7696.996084,0:59:25,12/8/2024,Purchase,INR,4899,C0G7XVI7IJEW,IN,Delhi,PFNS8I,Not Fraud
8954764376,7.75719E+15,16111.65041,194861.5153,3922.143149,14:09:33,8/20/2024,Cash Withdrawal,INR,4379,JYGPF7MPCJQL,IN,Bangalore,IKQHHA,Not Fraud
9171614028,7.68556E+15,55895.88614,171038.3894,5300.218656,11:57:08,7/4/2023,Online Payment,INR,5555,1J846WTJCPMK,IN,Mumbai,R82415,Not Fraud
3954175159,5.19075E+15,13510.18655,90344.33183,9618.382936,22:58:28,6/19/2023,Refund,INR,5276,MLDB0ZKPOJJ3,IN,Delhi,OVIYDB,Not Fraud
5080865046,5.66926E+15,62199.58648,54592.60886,4906.154655,5:13:29,4/14/2023,Cash Withdrawal,INR,4315,Y5T9QSJ5FX18,IN,Delhi,MKZ079,Not Fraud
2461099892,6.75379E+15,69331.25226,186195.7265,9788.259589,22:07:48,8/4/2024,Refund,INR,4862,HE4F6ZKTIMXY,IN,Chennai,I4L2GM,Not Fraud
2526466150,2.22065E+15,80653.95925,147389.6637,7688.04202,16:41:05,2/22/2024,Cash Withdrawal,INR,4890,U05MKQ0BXM48,IN,Delhi,MSLF8L,Not Fraud
6220330511,8.4504E+15,85120.70275,141947.2938,3680.94027,14:54:19,9/23/2024,Online Payment,INR,5770,TWUTWNA7ONHN,IN,Pune,XZOO0Q,Not Fraud
7905546566,7.47035E+15,53793.6236,52912.93896,3367.60561,1:00:05,3/14/2023,Online Payment,INR,5134,VPIB1ZKGBRR8,IN,Chennai,THDM16,Not Fraud
6208683525,8.12618E+15,54840.12139,104536.6872,636.2659134,6:27:11,4/6/2023,Online Payment,INR,4588,B3JU6NZIPY92,IN,Pune,20C54L,Not Fraud
6245794250,6.18615E+15,61395.9167,54836.92682,3056.243366,15:29:24,3/5/2023,Refund,INR,5763,DP4WR28OC730,IN,Mumbai,XKJ2QC,Not Fraud
2020044981,3.59966E+15,28581.34935,146858.4531,9001.987672,15:49:30,6/30/2024,Cash Withdrawal,INR,4408,QIG0QXUVTZQ5,IN,Hyderabad,O79OD7,Not Fraud
4404799639,2.97892E+15,88296.71129,50172.33331,3330.951454,8:22:35,5/9/2024,Cash Withdrawal,INR,5261,NP04PNFQRYCC,IN,Bangalore,X86H9G,Not Fraud
8355250695,3.61948E+15,80928.37786,186133.1755,2591.711421,17:20:15,8/7/2024,Cash Withdrawal,INR,4514,MEPC9M2MNW3F,IN,Pune,TTVYGL,Not Fraud
8608137641,4.50284E+15,87370.29856,64030.70403,6815.993629,12:31:23,2/5/2024,Cash Withdrawal,INR,4304,JEBQ5C6FXRVP,IN,Pune,MIZNCI,Not Fraud
2352839752,4.85664E+15,29511.536,166084.5253,1188.526137,16:10:10,7/24/2023,Purchase,INR,4671,CQ4BBEQK5M8J,IN,Mumbai,IVUOSA,Not Fraud
4236395848,7.82623E+15,42730.93387,100883.1547,9266.816126,14:46:13,2/8/2023,Refund,INR,4932,18KGMLXVTMK5,IN,Kolkata,3A8ERX,Not Fraud
4275286033,4.47456E+15,85267.64184,137646.1896,5827.505315,10:07:33,4/21/2024,Refund,INR,5104,LGO0198G6IET,IN,Kolkata,SCIWQM,Not Fraud
3967394617,1.84552E+15,45774.69931,115280.0859,572.5884607,22:41:26,4/6/2024,Purchase,INR,5972,GE0PTVCVNFBV,IN,Bangalore,PU0MJU,Not Fraud
1229446834,1.58514E+14,97755.5254,115808.1723,6969.654081,2:00:49,2/9/2023,Online Payment,INR,5009,6PZTEAQMKOCC,IN,Chennai,ALSTQZ,Not Fraud
977332993,9.99368E+14,33473.48011,104997.3484,5415.235265,7:25:22,12/22/2024,Purchase,INR,5551,8659Z6AXQPG6,IN,Mumbai,49JJOO,Not Fraud
2453433650,1.13378E+14,58637.81966,150997.8703,2713.237709,8:33:43,8/13/2023,Cash Withdrawal,INR,5375,SCUZEWB0275Q,IN,Hyderabad,4GQCGT,Not Fraud
8498014780,8.01053E+15,39007.64368,104311.8655,5109.393536,1:52:50,6/19/2023,Cash Withdrawal,INR,4582,7ME8IS4GMVHK,IN,Kolkata,L5DUYA,Not Fraud
7517055841,6.15047E+15,62973.13631,72330.45285,9794.101334,17:31:02,12/18/2024,Refund,INR,5385,8U7CF1YZU9BG,IN,Delhi,UTRAT5,Not Fraud
1740636992,7.91331E+14,45082.86514,134563.6161,1408.328394,18:24:29,1/7/2024,Refund,INR,4306,HB0VS7ZU8R9Y,IN,Kolkata,5Y69J6,Not Fraud
7853419518,7.23356E+15,44538.12931,127215.1253,8892.683006,2:31:30,10/10/2023,Cash Withdrawal,INR,4118,TMPMI8MDS1AH,IN,Kolkata,45RKVL,Not Fraud
6001233958,2.67267E+14,64480.03348,133666.3954,2431.836793,14:49:28,11/27/2023,Purchase,INR,5709,LWDKRVMU1LML,IN,Hyderabad,1JH7AJ,Not Fraud
9069473664,2.62205E+15,73333.83198,143772.7007,2818.281898,17:20:29,3/31/2024,Purchase,INR,4536,BGUY6BZ7AC4Y,IN,Ahmedabad,G5UJ33,Not Fraud
3822265869,1.49321E+15,17123.35847,143265.056,1918.183862,8:43:18,11/26/2024,Purchase,INR,5779,HOGIJ4H5OBDY,IN,Mumbai,2XUZY2,Fraud
1738176927,9.40029E+15,77660.31952,85425.45148,1195.365629,13:36:29,4/15/2023,Purchase,INR,4738,V8VD2X5J3EPZ,IN,Pune,873DOX,Not Fraud
1631110728,9.12321E+15,19798.13986,137634.029,9648.246116,0:51:28,3/24/2023,Online Payment,INR,5001,OOHJWO5QFENN,IN,Mumbai,YY18KD,Fraud
5927558132,5.90587E+15,37055.89271,69336.479,9234.17674,8:25:42,12/31/2023,Cash Withdrawal,INR,5994,D08E18P5XUXL,IN,Chennai,OBF430,Not Fraud
4916226668,9.69968E+15,69087.89431,126171.509,1480.333236,11:07:03,11/20/2023,Cash Withdrawal,INR,4177,65FD9L2JPEP7,IN,Ahmedabad,77YS96,Fraud
6798190942,9.5697E+15,78001.7056,193357.8802,4150.461371,22:27:11,6/20/2023,Purchase,INR,5526,M3UV38VIJ8N8,IN,Bangalore,DU2MND,Not Fraud
1390827540,1.68096E+15,92410.59216,174267.6303,5700.519155,23:20:05,11/4/2023,Cash Withdrawal,INR,4469,GFWKT82TIHXP,IN,Mumbai,GRWMO9,Not Fraud
8774022044,2.24047E+15,53775.86907,199709.1883,5415.859308,20:15:13,8/21/2023,Refund,INR,5593,J7QR75L7XKLJ,IN,Delhi,76XQV0,Not Fraud
981736803,2.69209E+15,95615.9055,155623.2142,5955.562286,23:10:04,2/22/2024,Online Payment,INR,4277,VD2J12MFO6GS,IN,Delhi,2BJL8J,Not Fraud
7617336679,8.48785E+15,16344.5195,193614.1307,5504.306944,19:04:33,8/16/2023,Online Payment,INR,5816,W1L6DZINPODN,IN,Hyderabad,8DX4R9,Not Fraud
4389319290,2.25416E+15,41548.47893,50221.01876,3637.548235,9:18:40,9/30/2023,Cash Withdrawal,INR,5917,P0SR5701X8WG,IN,Chennai,N7VR09,Not Fraud
2107232161,1.47536E+15,54781.16393,92964.67852,2957.407262,2:30:06,4/27/2024,Cash Withdrawal,INR,5282,S823W7T1AE2W,IN,Bangalore,FT0S5W,Not Fraud
2767836205,5.64511E+14,98577.46211,171760.9405,8243.173803,9:04:35,4/12/2023,Cash Withdrawal,INR,4977,MOMY2OFXQGQ2,IN,Kolkata,MLAK16,Not Fraud
232219641,7.58555E+15,57237.56907,190500.6914,2341.829277,11:26:15,10/5/2024,Cash Withdrawal,INR,5179,9M0V30BYG2CF,IN,Delhi,MSU0VX,Fraud
6515342363,2.45421E+15,70412.41675,152405.1648,6353.037449,7:04:36,12/30/2024,Refund,INR,5341,EXLN2EY6R959,IN,Delhi,JQ10ML,Not Fraud
8630051928,4.10657E+15,13405.53835,165262.8009,4313.828317,12:24:22,9/29/2024,Cash Withdrawal,INR,4939,R96R0NTV65XA,IN,Delhi,NVXWCQ,Not Fraud
7112607568,5.07569E+14,49739.14969,103338.5356,6496.728882,12:06:42,4/2/2023,Cash Withdrawal,INR,5778,5FPLKWFQQFNB,IN,Delhi,6R5K92,Not Fraud
7526316020,2.31877E+14,87325.11689,105173.6265,1221.339401,7:58:15,6/9/2024,Cash Withdrawal,INR,4578,TC4HCMG1ZGYI,IN,Ahmedabad,KYGFI9,Not Fraud
4440443761,4.18651E+15,55508.87606,104090.6853,7357.757503,18:31:50,5/19/2024,Online Payment,INR,4522,IMUGDRHBSKWJ,IN,Bangalore,0YGZ9B,Not Fraud
1707925450,2.42726E+15,59041.61536,130844.1804,2541.096418,23:11:02,3/7/2024,Cash Withdrawal,INR,5117,FINB5V7GJOHL,IN,Kolkata,N8E4VZ,Not Fraud
6749953257,2.53084E+15,89404.63624,62302.96697,5208.168032,1:49:10,4/20/2024,Purchase,INR,5238,C62W7CF8I2PL,IN,Mumbai,ODBWCM,Not Fraud
7754110152,7.89297E+15,65009.19041,64767.08071,7801.584249,19:27:12,10/19/2024,Online Payment,INR,4369,X4YG1JPNKHEF,IN,Ahmedabad,J8V3HS,Not Fraud
8854433488,3.91777E+15,95367.21845,72836.43415,4304.349496,14:44:57,1/10/2024,Purchase,INR,4422,5JLDQW8G1TEE,IN,Kolkata,434JN0,Not Fraud
2458502431,6.36296E+14,71319.92529,160347.1004,1288.645545,2:06:48,2/15/2024,Purchase,INR,5354,HY1QM4KTQ9ZV,IN,Hyderabad,GJ13YB,Not Fraud
7032325105,9.62081E+15,87281.31499,186131.4725,5923.171679,6:32:03,9/21/2024,Refund,INR,5469,UQQSSCT6ZPJ7,IN,Hyderabad,LDWWTR,Not Fraud
4956659449,4.2523E+15,95193.56723,154328.9063,8184.515359,8:06:41,3/15/2024,Refund,INR,4216,2YBC6YQSI6WC,IN,Chennai,3LQJ0E,Not Fraud
5164126324,2.01668E+15,67173.2774,128332.785,2513.370951,1:33:44,4/3/2023,Purchase,INR,5400,3974LYUZT08X,IN,Hyderabad,AAD7J3,Not Fraud
3887468859,8.09285E+14,85368.27182,186219.8486,9892.659408,12:50:12,5/27/2023,Online Payment,INR,5098,M351RSWMLJ4K,IN,Kolkata,ND7BYO,Not Fraud
1503306400,9.00155E+15,89096.90443,65372.69852,9890.46741,15:28:01,4/10/2023,Online Payment,INR,5804,9HPPTCRASVSP,IN,Hyderabad,CP7LFQ,Not Fraud
232052648,7.12435E+15,19976.00314,108252.7208,3207.001432,2:46:30,7/20/2023,Refund,INR,5528,B8Y3HCSZZPDR,IN,Kolkata,UYT7CT,Not Fraud
8927294351,4.29493E+15,17472.03311,140140.5599,3525.1985,5:44:05,7/27/2024,Purchase,INR,4972,W5LIDXLWAE3W,IN,Ahmedabad,8JQJP9,Not Fraud
7404874027,2.48625E+15,39667.53107,166607.6529,5611.159998,23:44:43,9/10/2024,Purchase,INR,4806,F01M61MDNPFR,IN,Delhi,T5R18V,Fraud
8882846648,8.47984E+15,53508.09853,90257.99816,6889.8537,12:19:27,1/26/2023,Refund,INR,5669,10J88X87XFRQ,IN,Pune,B2ORM5,Not Fraud
2095522206,7.28175E+15,24307.83903,67777.63076,4691.875321,2:01:43,4/25/2024,Purchase,INR,5520,F2ERL7399E37,IN,Pune,9004UL,Not Fraud
6493203737,4.72042E+13,98022.77668,116274.5602,5211.126181,13:12:13,10/4/2024,Online Payment,INR,4025,N7Q97L25QPSP,IN,Hyderabad,D13W5D,Not Fraud
4878678453,9.3425E+15,46515.62045,55742.4257,4396.573618,22:01:49,6/28/2024,Online Payment,INR,4048,3O3OJT5S2L27,IN,Delhi,GEK0YI,Not Fraud
5167594430,2.6928E+15,39152.39361,149528.6468,1761.543803,20:20:56,10/10/2024,Purchase,INR,4161,EO61SDWIPU26,IN,Ahmedabad,IINLRL,Not Fraud
4060515493,8.6464E+15,51718.76908,158284.5813,3312.700687,4:48:14,10/7/2024,Cash Withdrawal,INR,4068,TJV5IRQSFT7I,IN,Mumbai,NGM5LB,Not Fraud
3330318165,7.57229E+15,65374.53981,80371.63782,9221.964393,18:02:54,9/15/2023,Purchase,INR,5992,X7FJUE9ZN1HA,IN,Delhi,E1P05S,Not Fraud
503478211,6.23779E+15,47330.6715,174435.7932,2143.373961,18:07:56,1/2/2023,Refund,INR,4296,BSFRDKTD9A1X,IN,Chennai,QJ8PJX,Fraud
8652417548,2.39761E+15,73188.45844,72866.87884,9024.114761,11:35:52,5/22/2024,Purchase,INR,4294,2D9P2VSUBY0T,IN,Ahmedabad,7KY1OZ,Not Fraud
6837139622,4.41766E+15,99185.7059,50158.58893,8586.005898,16:50:58,12/4/2024,Refund,INR,5357,KZAB3H5DC3AU,IN,Delhi,WPA7M4,Not Fraud
2250610265,9.86473E+15,93575.60362,63189.40382,2149.880254,8:00:13,9/13/2023,Online Payment,INR,4055,BSHYQNAG9LHB,IN,Bangalore,HJDZZB,Not Fraud
5016032275,1.32475E+15,37090.8094,142835.796,9228.855023,7:41:52,12/3/2024,Online Payment,INR,4196,G73T8ZTX7GYN,IN,Kolkata,0VMJW2,Not Fraud
4124494617,8.94115E+15,84053.24571,108510.0894,6066.93848,8:28:58,10/25/2023,Refund,INR,4206,Y15VO3ONKFPV,IN,Pune,T1SSFX,Not Fraud
4898649086,7.30861E+14,66566.424,140351.1859,4585.34249,5:21:15,11/10/2024,Refund,INR,4183,OTYRPTOSGO9J,IN,Kolkata,WYZTTD,Not Fraud
6532088915,5.81113E+15,58205.65851,85142.41233,9153.976417,15:48:13,4/5/2024,Online Payment,INR,5158,SZKXIS639E6S,IN,Ahmedabad,EDGBW5,Not Fraud
1075386843,1.5519E+15,74853.08302,60323.53787,6711.047185,1:09:09,7/12/2023,Purchase,INR,4938,NR8KC41NF4HM,IN,Pune,VTU7WS,Fraud
4981394370,1.36379E+15,62125.04613,56421.53845,8110.730183,18:43:30,3/16/2024,Refund,INR,4491,QIV5P2YFAKFH,IN,Kolkata,3HG0FC,Not Fraud
9077506364,5.83014E+15,56779.00581,157131.2827,1466.954703,9:54:58,3/5/2023,Purchase,INR,4955,FY9XO4SS8MBE,IN,Mumbai,J1NL42,Not Fraud
8616720283,2.11737E+15,30592.26383,131532.343,2406.034749,1:36:48,11/24/2024,Purchase,INR,5826,83JL4A8NA8I1,IN,Kolkata,70KVJ7,Not Fraud
4236847792,1.70425E+15,59910.95536,198774.4127,8076.203802,5:36:24,6/11/2024,Purchase,INR,4080,7OSMNZNRQEBS,IN,Kolkata,FLDHG0,Not Fraud
9476239140,3.48618E+15,23746.27774,98448.27702,2238.008425,18:08:42,10/4/2023,Refund,INR,5029,KTHBCE3PFXCE,IN,Kolkata,JNR2HE,Not Fraud
6704229943,1.11247E+15,49674.55685,135107.7662,3838.243096,21:50:17,6/5/2023,Online Payment,INR,5469,OUUAPGEF5VHB,IN,Kolkata,XULNEC,Not Fraud
2038360891,5.07037E+15,25119.82645,94538.57146,1669.797199,21:44:08,8/3/2024,Online Payment,INR,5403,ZYX3JJYBNSXB,IN,Ahmedabad,8EME2M,Not Fraud
8255213287,7.56023E+15,13247.15764,94946.77937,512.2935588,12:32:16,12/8/2024,Purchase,INR,5994,2BLWLNWKSPIW,IN,Mumbai,NJIOBL,Not Fraud
9763227002,1.36567E+15,28047.41982,147419.354,5590.478155,5:44:45,6/16/2023,Refund,INR,4382,OU7WFZOVUGRP,IN,Bangalore,GKOL05,Not Fraud
9314144101,8.07481E+15,78809.11254,68121.35081,8150.369484,14:52:28,12/28/2023,Purchase,INR,4483,4H5RU1T3D336,IN,Kolkata,A05UM2,Fraud
6842822343,6.21223E+15,58306.32125,94842.9638,9626.596324,4:47:42,11/30/2023,Refund,INR,5486,SK8KMIWBSHG4,IN,Kolkata,JUHIJ5,Not Fraud
9455953765,7.50647E+15,21052.59752,129561.0532,9242.787616,7:41:26,2/24/2023,Refund,INR,5123,0GZ7GFDL9QM5,IN,Bangalore,PIDROO,Not Fraud
5410738302,5.36294E+15,62755.13379,130435.7788,1096.97183,9:04:51,10/26/2024,Refund,INR,5153,D50HCVJECBO1,IN,Kolkata,ZJA900,Not Fraud
8628571593,9.47246E+15,31911.27912,53952.94403,2877.515457,2:05:08,12/23/2023,Purchase,INR,5043,KSLU06CVKFVP,IN,Kolkata,6NH4UA,Not Fraud
5982392624,2.06528E+15,65758.8657,126941.5295,7628.216906,18:03:45,12/22/2024,Online Payment,INR,4415,6NHLNS4HODIH,IN,Mumbai,0RSG1A,Not Fraud
5910506999,5.18887E+15,36867.23349,129542.5475,2024.42251,0:49:15,9/22/2023,Cash Withdrawal,INR,4820,BOMDQQ35M22M,IN,Bangalore,IUGCQ4,Not Fraud
3372291607,9.86546E+15,62576.5147,116416.7025,9461.588329,23:45:33,6/1/2024,Refund,INR,4821,YAAVSVIARHG7,IN,Kolkata,8CHBC7,Not Fraud
375369287,9.21994E+15,38496.49684,111871.1224,4256.858735,0:43:16,10/1/2023,Purchase,INR,5429,KANFMTPF3J3V,IN,Mumbai,8BJ9PV,Not Fraud
8500990695,1.20218E+15,75380.31805,112531.8644,9144.343209,23:16:28,3/21/2023,Refund,INR,4479,Q4E1QCKLWHYW,IN,Bangalore,8HU74N,Not Fraud
7056904021,2.35492E+15,61814.72725,162924.4081,7210.964487,21:37:42,12/1/2024,Refund,INR,5793,3AA6ASYUYGE8,IN,Kolkata,ORL9UP,Not Fraud
2428028298,9.19387E+15,62974.97897,66176.91237,1570.947185,6:30:29,4/5/2023,Refund,INR,5835,DRKYVU4EVJGA,IN,Bangalore,7F31C4,Not Fraud
7624982573,8.43987E+15,29482.17104,117394.6515,7475.91115,9:25:49,5/16/2023,Refund,INR,5105,N15BIMFPEN63,IN,Delhi,6XTCM9,Not Fraud
7949362901,2.01092E+15,23196.49392,157197.5461,9013.937524,8:35:23,5/22/2024,Refund,INR,5793,OG1RL2VU42JG,IN,Delhi,DFH9CC,Not Fraud
3450937393,8.84763E+15,46604.50091,144523.4648,6467.329256,14:09:15,4/16/2023,Purchase,INR,4161,E5JB0TI0AEVC,IN,Pune,4VJ31S,Not Fraud
8693516346,9.97174E+15,32565.99163,69306.87655,1415.851538,20:43:56,2/10/2024,Cash Withdrawal,INR,4424,0CLNQ6JS2ZF7,IN,Hyderabad,SNAFY5,Fraud
1267395212,6.54689E+14,85596.12748,156839.5378,7562.679746,21:41:06,5/4/2024,Cash Withdrawal,INR,5686,Q1ALO0D4EG8F,IN,Bangalore,MXNW32,Not Fraud
3477368067,5.23801E+15,45551.49028,110889.5196,557.5144973,9:58:44,9/16/2024,Purchase,INR,4972,GA094WZ231W0,IN,Mumbai,NMEDQX,Not Fraud
2908941975,8.97342E+15,38735.47521,88949.66922,7973.665648,4:01:49,1/23/2024,Refund,INR,4646,Q4PVKWFYTITK,IN,Bangalore,BNQ9CB,Not Fraud
4321732584,4.7014E+14,46357.69268,161353.2549,6721.88316,3:32:44,10/27/2023,Refund,INR,4972,LHR2FZ7MI6IL,IN,Ahmedabad,YJ7PON,Not Fraud
2768412560,7.61536E+15,51013.9048,193629.2237,5499.316176,17:50:11,12/30/2024,Cash Withdrawal,INR,4926,VACVUKIRF29C,IN,Delhi,0BBI38,Not Fraud
5186778668,4.66834E+15,95264.98713,86209.00323,8472.9939,10:04:13,7/20/2023,Cash Withdrawal,INR,4282,7GGSWHVBDTJ9,IN,Bangalore,2ZDV7O,Not Fraud
2875472426,5.87894E+14,18321.54977,99611.16915,916.3567747,11:36:19,1/13/2024,Cash Withdrawal,INR,5819,YFTUAYCI3Z0S,IN,Chennai,TL0DZ6,Not Fraud
909785901,4.70825E+14,54613.83353,119132.0087,7494.549431,20:52:01,7/29/2023,Refund,INR,4726,HFVSXHD3B1TO,IN,Chennai,4CL9H4,Not Fraud
874065766,7.68789E+15,37956.48515,122866.2292,5422.283511,14:05:52,8/31/2024,Online Payment,INR,5830,XQ41BU4DWA7M,IN,Kolkata,E1WZS0,Not Fraud
6348329098,2.14673E+15,24018.36634,174658.5823,8541.64542,1:48:00,9/8/2023,Refund,INR,4315,9EFFO0I9OPTR,IN,Delhi,JCW2UT,Not Fraud
2264516329,4.7185E+15,50547.81892,190307.5553,7302.097442,18:38:14,7/25/2023,Cash Withdrawal,INR,5135,C2AJ4AFSHGW2,IN,Bangalore,UU6CLH,Not Fraud
5341588131,9.52844E+15,84694.3817,65694.10255,1553.578454,14:56:08,9/30/2023,Cash Withdrawal,INR,4591,JDTGODYVPNCO,IN,Chennai,5HZN7V,Not Fraud
8299112792,7.98212E+15,18318.23782,69429.56129,8280.109917,19:48:46,8/9/2024,Cash Withdrawal,INR,4768,GU18ECZ5C110,IN,Delhi,SIN5CX,Fraud
6029782519,2.89417E+15,44459.60125,189819.7253,2593.459981,23:49:06,2/18/2024,Refund,INR,5242,PNPOYWATJM7E,IN,Chennai,O8IVVO,Not Fraud
1042088587,1.13088E+15,45879.43604,72271.88391,5359.290189,9:21:03,11/21/2024,Online Payment,INR,5356,658NB7SIAAGK,IN,Ahmedabad,JNXRJO,Not Fraud
2181845065,8.45705E+14,19185.37176,66867.85407,8855.41724,13:09:57,10/22/2023,Purchase,INR,5219,MZDL9JLMZFF6,IN,Mumbai,9H4YY1,Not Fraud
9340713021,2.7268E+15,56667.90701,126885.3988,2051.731052,7:40:22,2/11/2024,Online Payment,INR,4067,5E6RLBJPDLCG,IN,Delhi,TF7I9M,Not Fraud
4500498303,4.56631E+15,29422.40195,115241.9536,5675.371051,4:33:28,2/7/2023,Online Payment,INR,4532,7F70YHMQVAS4,IN,Bangalore,5XLBQR,Not Fraud
4572387064,4.41283E+15,97882.41377,173590.9165,5324.613118,9:45:48,1/3/2024,Refund,INR,4088,VZF1YUM1J16T,IN,Hyderabad,65O63Y,Not Fraud
3106723664,9.35558E+15,71237.19104,115708.1401,2162.382311,12:03:50,4/29/2024,Purchase,INR,4731,WVL0VUNKV4I1,IN,Bangalore,BWBSB5,Not Fraud
908809631,2.04448E+15,26210.63256,108222.5845,6628.714995,10:44:35,12/24/2023,Cash Withdrawal,INR,5283,E5UC4O2418Q8,IN,Delhi,MKWYZ6,Fraud
8037351415,5.45659E+15,35369.98395,176504.0484,1927.967564,19:13:25,4/9/2024,Purchase,INR,4314,1WJJZX4WMBZG,IN,Mumbai,WXPQ2G,Not Fraud
1427251978,6.60811E+15,32358.36205,131628.7425,7927.945811,18:07:41,7/20/2023,Purchase,INR,5750,IP0OKMW7XKVO,IN,Chennai,39AS0F,Not Fraud
2206914735,7.69796E+15,64796.52246,50876.38929,9923.209302,10:44:51,4/19/2023,Refund,INR,4576,HU84KJOXVMDQ,IN,Pune,2RF1PA,Not Fraud
7456138072,1.81161E+15,82011.79636,111395.3969,813.9701521,0:21:58,8/24/2023,Cash Withdrawal,INR,5704,TANFJKVSS3QM,IN,Bangalore,XEWNHA,Not Fraud
9856591421,7.68727E+15,20602.08872,72043.85531,3346.347976,21:26:53,11/28/2024,Online Payment,INR,5235,HWYKXV6VVM2O,IN,Kolkata,AIUK5N,Not Fraud
7924076880,2.12944E+15,56273.43903,87564.74941,5132.449925,3:14:34,5/26/2024,Refund,INR,5891,HV4WU86KCY6T,IN,Kolkata,FWC1DZ,Not Fraud
1418946173,2.94467E+15,69367.40867,62827.74923,552.0486303,15:45:49,5/23/2024,Online Payment,INR,5303,XSX1U2EG395M,IN,Chennai,SG0XTM,Not Fraud
2973631852,8.31064E+15,16240.48305,121191.1682,6071.995092,12:25:45,2/5/2023,Cash Withdrawal,INR,5238,WE6EQ34B6B4G,IN,Pune,VV7OPF,Not Fraud
4021780375,3.59814E+15,47673.29271,72071.41107,7196.909135,10:56:36,2/7/2024,Refund,INR,4818,LQZYJ05T0GH8,IN,Delhi,SU4UN1,Not Fraud
2714049714,6.45318E+15,71972.04488,162473.4284,2849.198536,12:25:24,3/16/2024,Cash Withdrawal,INR,5793,11IK12W88TSM,IN,Bangalore,UQCJQ5,Not Fraud
2510993323,9.37559E+15,13300.0228,71813.84052,5522.599441,14:54:04,10/22/2024,Online Payment,INR,5035,CRXKI25AE0OK,IN,Delhi,O7RSVH,Not Fraud
7567168035,9.10575E+15,33923.12286,180946.907,9750.291498,17:49:39,12/2/2024,Purchase,INR,4718,IMJJEOV7G2VF,IN,Ahmedabad,GBH8ND,Not Fraud
2228940618,1.87221E+14,30213.61488,72155.33212,8582.639817,4:47:16,10/27/2023,Refund,INR,4870,GVTSUF8DO864,IN,Ahmedabad,WXI7CM,Not Fraud
7879818036,3.89505E+15,27711.85798,161581.6128,5758.595612,21:47:15,5/20/2023,Purchase,INR,5849,IR8I42L9ASM2,IN,Mumbai,VVA04V,Not Fraud
9347924516,1.94874E+15,94667.40452,147080.8276,2111.859776,9:13:15,9/27/2024,Purchase,INR,4265,D65QQQAU4SZ6,IN,Hyderabad,450R9G,Not Fraud
2679131518,1.3029E+15,15981.44655,70781.81818,4424.271381,7:16:03,8/26/2024,Online Payment,INR,5980,Z3TAC5JYGX32,IN,Hyderabad,L8V8BE,Not Fraud
515825278,1.77159E+15,29271.11879,54504.49995,1223.947597,2:26:00,8/15/2023,Purchase,INR,4236,PP1DAANMQXS5,IN,Hyderabad,T7TLZD,Fraud
9749877130,1.65622E+15,76224.11922,135442.2435,3420.204085,11:26:22,2/22/2024,Online Payment,INR,4032,NNN2CDC09453,IN,Mumbai,NM4C1O,Not Fraud
4692015344,3.06749E+15,73232.11538,123246.1576,9380.890666,14:54:34,10/15/2023,Refund,INR,4271,JUMKX3K5RHB0,IN,Kolkata,N4PLWQ,Not Fraud
9382570639,8.823E+15,65866.12837,98472.54851,9617.556129,6:44:30,3/3/2023,Online Payment,INR,5936,A3VWRDG7CCRN,IN,Chennai,TJWQST,Not Fraud
2755055100,6.81855E+15,74487.88459,159121.0539,6547.942438,14:00:11,6/18/2024,Refund,INR,4535,X5UCTFJ5NWHL,IN,Bangalore,3XZFY5,Not Fraud
1815784106,9.66362E+15,64383.96709,59322.65866,1825.118759,21:13:33,12/11/2024,Online Payment,INR,5910,L1CW1EUWX76X,IN,Mumbai,R5OZL7,Not Fraud
4348262498,8.44652E+15,27655.5602,50710.34592,9909.992023,23:33:59,10/24/2024,Cash Withdrawal,INR,4990,SJ3TEVZVORYV,IN,Hyderabad,66AOVB,Not Fraud
1023908029,8.05334E+15,96051.93609,185215.1883,7251.101962,23:15:28,5/15/2024,Online Payment,INR,4411,AVO347HEDKXS,IN,Pune,7CTJBM,Not Fraud
7307461062,8.76597E+15,69401.77707,103543.36,9219.944147,18:39:56,8/30/2023,Online Payment,INR,4705,G21AV1CUX3W7,IN,Mumbai,O3YEHO,Not Fraud
4804985536,9.62604E+15,35046.35626,168143.2104,9077.790769,1:17:09,6/8/2023,Online Payment,INR,4567,JUE6331AM6LI,IN,Delhi,ANZJ77,Not Fraud
5111988599,1.81608E+14,46791.15711,103171.9755,3667.046164,19:13:45,2/21/2023,Refund,INR,5149,WJ6LKZTFUEY2,IN,Mumbai,39Y3JH,Not Fraud
